asset_id,hostname,classe,tipo_ativo,fabricante_hw,modelo_hw,so_vendor,so_produto,so_versao,so_versao_norm,app_vendor,app_produto,app_versao,app_versao_norm,ip_address,criticidade,ambiente,status,departamento_ou_aplicacao_hospedada,localizacao_ou_hospedagem,responsavel_ou_equipe_ti,data_aquisicao,ultimo_inventario
ASSET-0491,NB-WIN11-EXT-015,Notebook,Estação de Trabalho,Dell,Latitude 7440,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,Illustrator,28.0,28.0,192.168.5.164,ALTA,Homologação,Ativo,Operações,Fortaleza - CE,Eduardo Pinto,2020-11-08,2024-03-10
ASSET-0492,NB-WIN11-EXT-016,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.5.86,ALTA,Homologação,Ativo,TI - Infraestrutura,Rio de Janeiro - RJ,Diego Carvalho,2018-04-30,2024-06-28
ASSET-0493,NB-WIN11-EXT-017,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.5.10,MÉDIA,Produção,Ativo,Comercial,Recife - PE,Eduardo Pinto,2024-01-09,2024-12-09
ASSET-0494,NB-WIN11-EXT-018,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,,,,,192.168.5.145,MÉDIA,Produção,Ativo,TI - Infraestrutura,Fortaleza - CE,Marcos Oliveira,2020-05-03,2025-08-14
ASSET-0495,NB-WIN11-EXT-019,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Apple,macOS,14.0,14.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.5.8,ALTA,Produção,Ativo,TI - Desenvolvimento,Belo Horizonte - MG,Patrícia Gomes,2019-11-11,2025-08-07
ASSET-0496,NB-WIN11-EXT-020,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Adobe,Illustrator,28.0,28.0,192.168.5.220,ALTA,Produção,Ativo,TI - Segurança,Belo Horizonte - MG,Larissa Moura,2023-07-29,2024-08-31
ASSET-0497,NB-WIN11-EXT-021,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Adobe,Illustrator,29.6,29.6,192.168.5.29,ALTA,Produção,Ativo,Logística,Belo Horizonte - MG,Rafael Lima,2019-01-15,2025-03-30
ASSET-0498,NB-WIN11-EXT-022,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.5.237,MÉDIA,Desenvolvimento,Ativo,TI - Desenvolvimento,Curitiba - PR,Juliana Ferreira,2021-09-02,2024-05-26
ASSET-0499,NB-WIN11-EXT-023,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,13.0,13.0,,,,,192.168.5.186,CRÍTICA,Produção,Em manutenção,Marketing,Brasília - DF,Beatriz Costa,2019-04-20,2024-01-05
ASSET-0500,NB-WIN11-EXT-024,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,,,,,192.168.5.120,BAIXA,Produção,Ativo,Controladoria,Rio de Janeiro - RJ,Juliana Ferreira,2021-07-03,2024-01-24
ASSET-0501,FW-PALOALTO-001,Servidor,Firewall / Appliance de Rede,Palo Alto Networks,PA-3440,Palo Alto Networks,PAN-OS Appliance,10.2.5,10.2.5,,,,,10.0.0.139,CRÍTICA,Produção,Ativo,Firewall Perímetro,On-Premise,Time de Segurança,2021-12-05,2025-07-16
ASSET-0502,FW-PALOALTO-002,Servidor,Firewall / Appliance de Rede,Palo Alto Networks,PA-3420,Palo Alto Networks,PAN-OS Appliance,11.0.3,11.0.3,,,,,10.0.0.82,CRÍTICA,Produção,Ativo,Firewall Perímetro,On-Premise,Time de Segurança,2021-01-15,2024-05-24
ASSET-0503,FW-PALOALTO-003,Servidor,Firewall / Appliance de Rede,Palo Alto Networks,PA-3420,Palo Alto Networks,PAN-OS Appliance,11.1.0,11.1.0,,,,,10.0.0.242,CRÍTICA,Produção,Ativo,Firewall Perímetro,On-Premise,Time de Segurança,2021-03-06,2025-08-10
ASSET-0504,FW-PALOALTO-004,Servidor,Firewall / Appliance de Rede,Palo Alto Networks,PA-3440,Palo Alto Networks,PAN-OS Appliance,11.0.3,11.0.3,,,,,10.0.0.63,CRÍTICA,Produção,Ativo,Firewall Perímetro,On-Premise,Time de Segurança,2019-12-03,2024-03-13
ASSET-0505,FW-PALOALTO-005,Servidor,Firewall / Appliance de Rede,Palo Alto Networks,PA-3440,Palo Alto Networks,PAN-OS Appliance,11.0.3,11.0.3,,,,,10.0.0.80,CRÍTICA,Produção,Ativo,Firewall Perímetro,On-Premise,Time de Segurança,2024-11-16,2024-12-12
ASSET-0506,SW-CISCO-001,Servidor,Switch Gerenciável,Cisco,Catalyst 9300,Cisco,Cisco IOS XE Appliance,17.6.5,17.6.5,,,,,10.0.0.139,ALTA,Produção,Ativo,Infraestrutura de Rede,On-Premise,Infraestrutura N3,2022-12-23,2024-02-21
ASSET-0507,SW-CISCO-002,Servidor,Switch Gerenciável,Cisco,Catalyst 9300,Cisco,Cisco IOS XE Appliance,17.9.4,17.9.4,,,,,10.0.0.34,ALTA,Produção,Ativo,Infraestrutura de Rede,On-Premise,Infraestrutura N3,2018-04-29,2025-04-27
ASSET-0508,SW-CISCO-003,Servidor,Switch Gerenciável,Cisco,Nexus 9336C,Cisco,Cisco IOS XE Appliance,17.9.4,17.9.4,,,,,10.0.0.232,ALTA,Produção,Ativo,Infraestrutura de Rede,On-Premise,Infraestrutura N3,2018-07-26,2024-04-18
ASSET-0509,SW-CISCO-004,Servidor,Switch Gerenciável,Cisco,Catalyst 9300,Cisco,Cisco IOS XE Appliance,16.12.8,16.12.8,,,,,10.0.0.99,ALTA,Produção,Ativo,Infraestrutura de Rede,On-Premise,Infraestrutura N3,2018-08-09,2024-03-29
ASSET-0510,SW-CISCO-005,Servidor,Switch Gerenciável,Cisco,Catalyst 9300,Cisco,Cisco IOS XE Appliance,17.9.4,17.9.4,,,,,10.0.0.110,ALTA,Produção,Ativo,Infraestrutura de Rede,On-Premise,Infraestrutura N3,2022-05-25,2024-07-02
ASSET-0511,SRVAPP-WIN25-NEW-001,Servidor,Servidor de Aplicação,Dell,PowerEdge R760,Microsoft,Windows Server 2025,10.0.26100.5000,10.0.26100.5000,,,,,10.0.5.181,MÉDIA,Homologação,Ativo,Portal Corporativo,On-Premise,Infraestrutura N3,2024-09-07,2025-08-29
ASSET-0512,SRVAPP-WIN25-NEW-002,Servidor,Servidor de Aplicação,Dell,PowerEdge R760,Microsoft,Windows Server 2025,10.0.26100.5000,10.0.26100.5000,,,,,10.0.5.162,MÉDIA,Homologação,Ativo,Portal Corporativo,On-Premise,Infraestrutura N3,2023-01-01,2025-09-23
ASSET-0513,SRVAPP-WIN25-NEW-003,Servidor,Servidor de Aplicação,Dell,PowerEdge R760,Microsoft,Windows Server 2025,10.0.26100.5000,10.0.26100.5000,,,,,10.0.5.92,MÉDIA,Homologação,Ativo,Portal Corporativo,On-Premise,Infraestrutura N3,2021-07-03,2024-12-06
ASSET-0514,SRVAPP-WIN25-NEW-004,Servidor,Servidor de Aplicação,Dell,PowerEdge R760,Microsoft,Windows Server 2025,10.0.26100.5000,10.0.26100.5000,,,,,10.0.5.210,MÉDIA,Homologação,Ativo,Portal Corporativo,On-Premise,Infraestrutura N3,2020-03-22,2025-12-31
ASSET-0515,SRVAPP-WIN25-NEW-005,Servidor,Servidor de Aplicação,Dell,PowerEdge R760,Microsoft,Windows Server 2025,10.0.26100.5000,10.0.26100.5000,,,,,10.0.5.195,MÉDIA,Homologação,Ativo,Portal Corporativo,On-Premise,Infraestrutura N3,2023-12-26,2024-03-21
ASSET-0516,NB-WIN11-25H2-001,Notebook,Estação de Trabalho,Dell,Latitude 5550,Microsoft,Windows 11 Version 25H2,10.0.27842.0,10.0.27842.0,,,,,192.168.5.250,BAIXA,Desenvolvimento,Ativo,TI - Desenvolvimento,São Paulo - SP,Thiago Rocha,2023-03-23,2025-08-04
ASSET-0517,NB-WIN11-25H2-002,Notebook,Estação de Trabalho,Dell,Latitude 5550,Microsoft,Windows 11 Version 25H2,10.0.27842.0,10.0.27842.0,,,,,192.168.5.34,BAIXA,Desenvolvimento,Ativo,TI - Desenvolvimento,São Paulo - SP,Thiago Rocha,2019-01-16,2025-12-16
ASSET-0518,NB-WIN11-25H2-003,Notebook,Estação de Trabalho,Dell,Latitude 5550,Microsoft,Windows 11 Version 25H2,10.0.27842.0,10.0.27842.0,,,,,192.168.5.120,BAIXA,Desenvolvimento,Ativo,TI - Desenvolvimento,São Paulo - SP,Thiago Rocha,2019-02-03,2025-04-11
ASSET-0519,NB-WIN11-25H2-004,Notebook,Estação de Trabalho,Dell,Latitude 5550,Microsoft,Windows 11 Version 25H2,10.0.27842.0,10.0.27842.0,,,,,192.168.5.80,BAIXA,Desenvolvimento,Ativo,TI - Desenvolvimento,São Paulo - SP,Thiago Rocha,2023-03-22,2025-04-26
ASSET-0520,NB-WIN11-25H2-005,Notebook,Estação de Trabalho,Dell,Latitude 5550,Microsoft,Windows 11 Version 25H2,10.0.27842.0,10.0.27842.0,,,,,192.168.5.60,BAIXA,Desenvolvimento,Ativo,TI - Desenvolvimento,São Paulo - SP,Thiago Rocha,2020-07-05,2024-05-27
ASSET-0521,SRVLEG-WIN03-001,Servidor,Servidor Legado,HP,ProLiant DL380 G5,Microsoft,Windows Server 2003,5.2.3790,5.2.3790,,,,,10.0.9.221,ALTA,Produção,Em manutenção,Sistema Legado ERP,On-Premise,Infraestrutura N3,2024-12-01,2024-09-21
ASSET-0522,SRVLEG-WIN03-002,Servidor,Servidor Legado,HP,ProLiant DL380 G5,Microsoft,Windows Server 2003,5.2.3790,5.2.3790,,,,,10.0.9.234,ALTA,Produção,Em manutenção,Sistema Legado ERP,On-Premise,Infraestrutura N3,2022-01-28,2025-02-05
ASSET-0523,SRVLEG-WIN03-003,Servidor,Servidor Legado,HP,ProLiant DL380 G5,Microsoft,Windows Server 2003,5.2.3790,5.2.3790,,,,,10.0.9.47,ALTA,Produção,Em manutenção,Sistema Legado ERP,On-Premise,Infraestrutura N3,2021-09-15,2024-11-28
ASSET-0524,SRVLEG-WIN03-004,Servidor,Servidor Legado,HP,ProLiant DL380 G5,Microsoft,Windows Server 2003,5.2.3790,5.2.3790,,,,,10.0.9.117,ALTA,Produção,Em manutenção,Sistema Legado ERP,On-Premise,Infraestrutura N3,2023-06-20,2024-01-31
ASSET-0525,SRVLEG-WIN03-005,Servidor,Servidor Legado,HP,ProLiant DL380 G5,Microsoft,Windows Server 2003,5.2.3790,5.2.3790,,,,,10.0.9.17,ALTA,Produção,Em manutenção,Sistema Legado ERP,On-Premise,Infraestrutura N3,2023-05-01,2024-04-25
